id;Latitude;Longitude;Continent;Country;Administrative Area 1;Administrative Area 2;Administrative Area 3;Locality;SubLocality;Description;Status;Url;Images;Size;Types;
6689607311687680;34.35756690337728;-83.84923632264496;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6689607311687680;http://lh3.googleusercontent.com/XPcJWg-oWBxe8v8mHcw_vRgSCNKQIVwAvSIjcNFq7Y8QNwPEEnoe1tSfbsNhK6AqdEWwBsRRn-I3Mb-t_6jg2MW2=s1000, http://lh3.googleusercontent.com/eJmhz6c4d7nVmFD-XVOmRr0_U-XB5eY1mLuuZ6AT2yOP0MWsIE4RMMMggrX4EVMCXdvuaALwxGJY9knUM4zsBiuI=s1000, ;SMALL;METAL, CONSTRUCTION, ;
6087555976003584;34.357360876197326;-83.84848815396786;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6087555976003584;http://lh3.googleusercontent.com/rtx9V7X-j0alyNgy9bwENPW3g0iCO-MMx4LGwQ7M7IdUekSqkEuQse5o6-t2nIXx1OAOEOz5KC4qvm7qGhyMDCyZ=s1000, http://lh3.googleusercontent.com/5tOFMOoa-joK2QlP74XE1Z1EVuxFMYeVnAFA0heGr4vZ9bcRYbps_8VPQtsD13dbY0pZxpMVWDfc9rbT4zE72zUd=s1000, ;SMALL;CONSTRUCTION, ;
6460450942222336;34.35597149192761;-83.84787753232182;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6460450942222336;http://lh3.googleusercontent.com/LMwpZvWCOix4xMWVaaosnV-j66tG2eqiP5sApE20oSb56rap7dHES4o9oIvNJhQThUkdeTOhYg2FXJ8RIZ0TDUgp=s1000, http://lh3.googleusercontent.com/d40-9hPXnxxPqYtwsnjOXhp4gQQsB4Dgcfn7Ad1dN6r1SSSdgAgqyO8MmuEEuj-e_2SAkwxpwr7nTrf1DTXiWKLi=s1000, ;SMALL;CONSTRUCTION, ;
6614828709838848;34.350314629296165;-83.78766487360353;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6614828709838848;http://lh3.googleusercontent.com/ljwS5ugApeCZk6E4k76V0P_ZdytwcO0B3UMpdPgI7CVTOZkPd6FYxLyWUZN56alX9op4cUxwuPJCX6gD5Z-sPQ=s1000, http://lh3.googleusercontent.com/IAar3wZqhGK6tVtM6YZVYTOca3noGXFxlpexhe1nhgMXNk78ErE0XVYya2_FpDRJBChDLLQiicovsbWJKv_cMUs=s1000, ;SMALL;CONSTRUCTION, ;
5003975455670272;34.34981854635696;-83.78921736970896;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5003975455670272;http://lh3.googleusercontent.com/zDeJpV96GUSjUsGDCqZ9RsRINCsz8yatCfm1Pc95u9ae4VYBSaz1MFE_Cm33cadC1dHW6cmJfVTGjw9H-eAwI_0=s1000, http://lh3.googleusercontent.com/knKtaniGAzO_I6bGvs6gOl_zl-sVkAFkIlZ87FSPlZRQh9UrsBFFDY3KJgthGT7XX7jP0-JVXK6XAxyj2xW-Umk=s1000, ;SMALL;CONSTRUCTION, ;
4961656069160960;34.34667491357247;-83.79062972039337;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4961656069160960;http://lh3.googleusercontent.com/QMrLc6Idb1QiDXrXvdu7Ys5PQOgOjqWkxJUC7QDP87woHTy_TygE8Bn10zegeK8be_CNmml_aVQCYs3Fnr-E8E4=s1000, http://lh3.googleusercontent.com/_7qfmyzQ19wJmZjcCJJP2NifV9xbKzFAQK8kcACRXaAbOgMISa0WdagXFhWEYzrDdCLKivAkQEBztOOHMlu07g=s1000, ;SMALL;CONSTRUCTION, ;
6411350339223552;34.345242152953844;-83.79087195739503;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6411350339223552;http://lh3.googleusercontent.com/qm_sFjFiJxM4qlrgTIpaf7V6cblj0qNevLL9PQhTIi-wnEBxkkWQ71PanYVDyr5r1MgtbVRViCHhZashU4hyMg=s1000, http://lh3.googleusercontent.com/NIJT-EQQ1z2bpq8ywGDnfjqwH0JZpS-foNVZzrbAnPymEpjev9PNjuHSGDfLUorSL_ANMoh7P9TZEIGlMFECP2Dd=s1000, ;SMALL;CONSTRUCTION, ;
5621780731396096;34.344083019564245;-83.79255470827574;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5621780731396096;http://lh3.googleusercontent.com/X6vCUrX3cavp-5dygPa8zr_QRqg44i4jMcEZUizNtXfAhYMdRMiOksNW0j0LyLUArBoM3UOH6zINaINrK3zpbVWR=s1000, http://lh3.googleusercontent.com/4rPBsHi74briKqPL45t2dl1DrjFuYpgZe6_mr5rU_KcBCfZQ8IJBGhhT7DKPKvcHvR2vF5UWLLed9kSK3Ksxr0j6=s1000, ;SMALL;CONSTRUCTION, ;
6717485810188288;34.34270830362508;-83.79268789671714;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6717485810188288;http://lh3.googleusercontent.com/YVN5DFTK50_u9W3qWOgj07gllfl9C0ESsoxHv_2FKXFi19flUHyToveV-nlL2AQNBgAk2yGnwE36ZAjxRBB-zbY=s1000, http://lh3.googleusercontent.com/7M4hjSppR2J35VCNp_DTr9Yn_h0N_3-p7A_Tq2eo0wLBZDA3w0r_w4dJ8jhGQRbMqBnghZiZ5CHDxbSoXE7nxg=s1000, http://lh3.googleusercontent.com/rydkjI9hLzOgmKMzBxfNzq7H22ROwEgBIx0gnz47XWKmYpyeMls-XPYM0Esx87yCm6_7SQHrVXVUYUcXlRxGvw=s1000, http://lh3.googleusercontent.com/kDVJ5w-abPh2GIYG3A5hz3qq8ZA1PpodL0mvAd6gnILReRnk1QHGxOHhJxX_3QzeSA-ll04xK9wpFewiVqZXnJ0=s1000, ;SMALL;AUTOMOTIVE, ;
5038345260367872;34.33913526594112;-83.79724186852928;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5038345260367872;http://lh3.googleusercontent.com/QLsTtq08cT3NVNa9p2bB1bkgxeEiEAyUL-iHE-Nm688VBrbGo5ptNrSfCRYv0caDXce56fej8gn5l7Wnllyfqw=s1000, http://lh3.googleusercontent.com/wCvzHqwXlf-roHv6C_Xtw-KiW2tlzBfmOyBThQ8u5pluEwGQWABdRK9E2kZK3rkYBMlXuNDTnsoLxYTZI1Mhwr8=s1000, ;SMALL;CONSTRUCTION, ;
5048227711680512;34.33638252321103;-83.7977554277366;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5048227711680512;http://lh3.googleusercontent.com/hlMdL3o17_Wdv2t-4S6Viy69Hiouy8CePnA4WlmrL125XaNraeCe00QETxz8rQUpQ1QkbOFsYktTovBn_wWbGgqA=s1000, http://lh3.googleusercontent.com/r2u9PvoxvOPOhbi8ppOc_WfIivPJbGikJL4VaeUHF3ZB-bhV0TT5bivaqf2HoB2ZeYfJz3r5eoAYL4wPwHtCUtk=s1000, ;SMALL;CONSTRUCTION, ;
5058830777974784;34.335803543249455;-83.8012735639548;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5058830777974784;http://lh3.googleusercontent.com/NwKP67Z7hIr3jUmDJrtUMNOmkCkifqTa-bkXID9m0Wum5xvKSrbjTQnntdF6oj-9lT-hEplqTpULAKqU78JsDgng=s1000, http://lh3.googleusercontent.com/2Vy4nAm-XuBJEG3vGQCH1e5D2GanQjAEQ8BoSTfY_LvCj8Hd6cjvT5ioytGp6OGCtT3hgESEfl9Hn1p-UITcHwg=s1000, http://lh3.googleusercontent.com/eM0cGLJij2ipH0tctO7m4pb0jzFthaan5hzbI_kwPZ4gRzezTEhJkd9BXarwLf5YosrYvZ_TNR0oWOOjb6SCp48=s1000, http://lh3.googleusercontent.com/WFmcWTtOfBLqtBmp7-iU6ral2nlXSHFw-N5QgKMXEarRB-TObx46-9ih5oKXLQSX6ihQgzI9Vtt4pN1Twi3-jQ=s1000, ;SMALL;PLASTIC, CONSTRUCTION, AUTOMOTIVE, ;
6363930813267968;34.33743545788744;-83.79934857607242;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6363930813267968;http://lh3.googleusercontent.com/K0VjetJ8IgRsjxD6Wd-ypjEt7KIMWcS-TaEHyR-R5u-3o5Z6pZyeBTc3mhWw0x3TiOtc1BP-31gxlToz2_mmGWs=s1000, http://lh3.googleusercontent.com/wYk2HNuhSHtQ6WlRQaaT36kbf74E9fvnqT3XxblAx3C71N13jrx9d8VwDeW1AHaBtdH5CurCTTnPzljZHPb13AI=s1000, ;SMALL;CONSTRUCTION, ;
6436010833477632;34.34070385530064;-83.79873175181802;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6436010833477632;http://lh3.googleusercontent.com/ERJvlacUUeqRUPMIz-ZOnMP4ONS4yNDR1M-r4_Po-n14gRWU2p6J2ruDgTIG83gw2H738fchcV3VslnsVj691Uo=s1000, http://lh3.googleusercontent.com/jIzSv0gOt0YvVLB64Ak3Os3Gc7o8f_ry5BqIMMD4ALEMMT-wMKzYK2C-yjlo3KG8rvsz4nZtT4p8Xjbq5P7BcEiu=s1000, ;SMALL;CONSTRUCTION, ;
6074762879041536;34.34209688569823;-83.79765476107951;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6074762879041536;http://lh3.googleusercontent.com/jxtYHvmSGL9PQezVYIYL1xC1W5S3Nzt0SjbyTGiE9SeHhFcyQYyGB-RLHA57NsN9EF-fapZ7GxY5-TsQYscS55U=s1000, http://lh3.googleusercontent.com/G-WUiTy9O8CwHeAR5Bwc7q2bc_8oF-xFPT8ELh8-zmG8tp70AB33ZeHOtGZyESyE0nROT5xxVGw5QN08D5bdCDM=s1000, ;SMALL;CONSTRUCTION, ;
4993339371814912;34.34404655828545;-83.79493324093873;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4993339371814912;http://lh3.googleusercontent.com/UwMgiSmF08VGDmzgmMDANTKw_OiyfYfzhISRtrqN8LmuiKa1oFk3CAZTmnXohKD3Eb61q7nV6WwNehYBbOr0-A=s1000, http://lh3.googleusercontent.com/DLB_E52jMckV0JwKoM2HTXR7YICzRpnh-ci6hPd1mOhUwMyDhDcMpoDPuwvSuVpyOvfDoE4tXmYp-G9Aq_3302vb=s1000, ;SMALL;CONSTRUCTION, ;
6127617686110208;34.3452539295278;-83.79481413409466;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6127617686110208;http://lh3.googleusercontent.com/Zp5WfZaNCs2PslGrdyIE-Zh_uX8_W53u_lMLAvt7ZNB8LQ9iAidkLZhQVhZvoeLfHMNMkKNkpJTmrpb3CdVSz2ST=s1000, http://lh3.googleusercontent.com/IxXd0nm5HEG2NJxYd-64PsQFu28Mvcc-b5Ldzy4__k61L4yNPJB--n6tO2ERHzTL3UWCE7YCoHApRx4IditIN2m7=s1000, ;SMALL;CONSTRUCTION, ;
6083205711003648;34.34635179120521;-83.79366857938821;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6083205711003648;http://lh3.googleusercontent.com/w0kXFvt-WkJYem8fQHIEp2aXI2xuPPpzdCfQwn-iq9-Ma-fq1wCfQZnWA_VQtjqLfwvP7h4Tc_sjGhuCMB8BhlCN=s1000, http://lh3.googleusercontent.com/ug6bltGQ7vlrtuKn92-7zHl-Y_EqmmFkQPSR3fdOqMATiG3nCgwQ9NdqQKC6J-Fo8ovBZkOi9B0lcRl24BkTlDFq=s1000, ;SMALL;CONSTRUCTION, ;
6342512616669184;34.34770303781549;-83.79392020412142;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6342512616669184;http://lh3.googleusercontent.com/6XNuk-UsC0C4NuOhVUhmMkBauRpASQULMcuoAGNN62vyZjcGf3lUn4rBlmWYQma_zF-5h3QWddnUSgMgOVaACOh0=s1000, http://lh3.googleusercontent.com/lYXfbG-hU0k_myLJlowGrc4zk8Fod8iVxxOrAnzBebqGB2Rl_mcAW78JrgDjfbx6MgVglApCYO939tdOefVMqxY=s1000, ;SMALL;CONSTRUCTION, ;
6370197438988288;34.34858460448156;-83.79421390600855;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6370197438988288;http://lh3.googleusercontent.com/avLcVrx6rQmoJDKS-2cc4f2zOZHwVgzFquUAER2AZUheWn5GRwhDDrArxHDtE9ViJqPbRHWlEq1Pf3OW8eeLFe0=s1000, http://lh3.googleusercontent.com/MqSyU2Fmp8pBmpokIev9PocMhPUvGk1LjOlHw-XXUQ2--JkCzM_4MtypTxrhVwe9FFf3Bl9iZH-XvQEfqTcgfw=s1000, ;SMALL;CONSTRUCTION, ;
6364680687714304;34.35085949491183;-83.79795424647983;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6364680687714304;http://lh3.googleusercontent.com/kZX-gssclGrubY53O-Nb2qzNO57HpyQoOG0JGzQwtB2i8oXNrCdI5eGMaNXnuBDM-_tROoDETD7yNQ1eXPbZQ8o=s1000, http://lh3.googleusercontent.com/3_oELaYNZtomb7FaqwkH3sNP-lFyb17StI4-RhyoN6rcTNzoh4ccdKblZSdDUPYJqu4MzrnefuNlDzCoLTOWVA=s1000, ;MEDIUM;CONSTRUCTION, ;
6710264896421888;34.35275514613311;-83.79964143976923;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6710264896421888;http://lh3.googleusercontent.com/R7PVl4Ho0xR7oh_8gkRbHM6uKVf-e7JQs7NDggD_zV_Bfho9PrLCYeXsWdvt7A5qr5kG-1nmz2_hddlV85eidEN0=s1000, http://lh3.googleusercontent.com/pysc7lXUTsALL5kUH2ch0m075Kv8Ix-Vu6w7CgdGCeCi4gCADX2pJRLhAPRa1JBeyUh294vnKp_Jm5FnOfWLoA=s1000, http://lh3.googleusercontent.com/aDDK-Dxvy5gyWvO7iDwACj5qdXYkMRjbtNKUpMPvQUWbyUDoTyTI3W8HzbEG6A61meRh3RPajxqzMR1GIiUlg5w=s1000, http://lh3.googleusercontent.com/UqqgXw9EENRKSSBubIKX72Oa5CzjyRZSt_smUHGmTejlcjZjx7aVWPOo6LhhHMcXRHCAZjAlAPUl7XpXgpGPyHzk=s1000, ;SMALL;PLASTIC, CONSTRUCTION, ;
6199396924391424;34.354538228394794;-83.80057945855316;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6199396924391424;http://lh3.googleusercontent.com/tn42MRlLapDllH66bQ0e64ruFClsqCO-Vnbyq672vDqK3XRFr9hYkrRcxswFtkolnGdce7DtrhuvmpI7UJv60PYW=s1000, http://lh3.googleusercontent.com/aRKMPbCvEwJ63X2PRq8FUr3yQpHMB4h0gENJH5daZETZoQXpjhoc-GqS9LtMk3Crm0tnigi8h2x5n5vJwIsLrkE=s1000, ;SMALL;CONSTRUCTION, ;
5588451785179136;34.35539146422814;-83.80152527250704;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5588451785179136;http://lh3.googleusercontent.com/_Uj0zPlPDyVFuwSrdbXP6ljoE5D4Bra2FhgBvHpYob45MdMfNXUZ0c3ooTyNjxOpqHaVbXtrrVYB7KPJGxgqmzM2=s1000, http://lh3.googleusercontent.com/BMVI9Nvnsu6aIMtN_AU_F9VHChU1KE2Sq10RIsdYoDyG3RD2j1gvVzvmYuxGZ-HHBh7uZYD_Y4XEDFnvA9XDwA=s1000, http://lh3.googleusercontent.com/_vTHpgLkE6gQFG9Ah5O0hNulNv6AD1Ki2jWlP1YVn6iaKKsaT3FGrSZEd8wnaawKsdKZ9aqwZnf2513Hzm8Q=s1000, http://lh3.googleusercontent.com/q9nRz5DjickOM89W6em50NGvaU3alrzJSO7m12SNMMoNbeMKCJcStLLZt8tdj4mV_5pXju3OJ8Sj2BXDVWMa5Q=s1000, ;SMALL;CONSTRUCTION, AUTOMOTIVE, ;
6179922334711808;34.34462407141397;-83.80823381252941;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6179922334711808;http://lh3.googleusercontent.com/uWxqF-Y06ynyX26zGsHnQktf86aLbDc3iLOrM2izv4jeKF3x-qHRLAAgMqI1ZBqumd1cNeklq5rUxQ_1TSDUiA=s1000, http://lh3.googleusercontent.com/_1MaMhKDNDo0eIz8TrGoL_T7_2mKaNU0oOob9c_DGboOimUqV97Ad2CtgwPGPbKnCBtaufwy4P0svq-6QqKcbg=s1000, ;SMALL;CONSTRUCTION, ;
4980006451150848;34.347160728680294;-83.81245208911953;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4980006451150848;http://lh3.googleusercontent.com/W8e9JGLFFvhAj9EclmH6fSvUutCEtUiex-r5VxQz96sbQjCB8NQPs7xynZ3ViR6TbfDy0Gxi9ikWuN1lAkWi_Ew1=s1000, http://lh3.googleusercontent.com/P1z7VkwkRaZjYrMV8WQMRKH8RGqpaOkN2rSXnvVwIcwrfr6It1-VTKiYXUmidHPw_P4soFWGi1fYQ80zehLHvwRK=s1000, ;SMALL;CONSTRUCTION, ;
4510547064127488;34.352649617972176;-83.84713699117661;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4510547064127488;http://lh3.googleusercontent.com/9J1Zf1ItdgnRD0FkOBIIcvVmXA54JwRmkxbkLdXNBlvkNoWe-C5nqq9bwl3d5mILty4N-c0plq9-VnVebtNHKw=s1000, http://lh3.googleusercontent.com/VHupVAvYjqUCqPwhP-vYvrHUYn2xIu5FO9WXJxk_CCluIgBULvO5T8vp_r2zzjZ3JznJZrOBs6pmyOZk82uJGd4=s1000, ;SMALL;CONSTRUCTION, ;
6171296563986432;34.35276151637952;-83.85156448006988;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6171296563986432;http://lh3.googleusercontent.com/IWfXts7_ccY3FSmBM8i6x4u9Aj6hSaG_5YHflHo_OwhUJAS7OxSWfAcl7PrkNHA_CbzsSusepMM2DUNit7XuFqw=s1000, http://lh3.googleusercontent.com/xVDSdzQaYaYrFqxmeU7zqYBhYKtfbqiMy2k54JPOl4B0Km9hMmk-s52vZZBb9ZrGIDhBP-cWCTrGX0tc7MbaGw=s1000, ;SMALL;CONSTRUCTION, ;
6719334390956032;34.358822554381895;-83.84402906529964;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6719334390956032;http://lh3.googleusercontent.com/z9l_zI2z4p-Dvi-nQYoKBLaNHQ8zv3LPT9pg01MZymJhP0HCJbRiLmIQX2TO6HMWOw-qRmwCBdlZILJUqWPbAdc_=s1000, http://lh3.googleusercontent.com/aNYDjUETNWFsWXiHhQ9EyakJ1ml35ooqHocxVaDbjBv32uZli4STPBWJDrCfSq3sdCUegkLh1lO6chbKFmwg3AiK=s1000, ;SMALL;PLASTIC, ;
5125588662616064;34.36496783051115;-83.85022052571536;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5125588662616064;http://lh3.googleusercontent.com/osXcC8hiuXp_Cy6XKEeA60rEJfnrGpoSWkDmsX5rfRx6Y4lzD2ebg9xzXwDmkPUzQWIKaL5tLBQotPtT-Pj9jze9=s1000, http://lh3.googleusercontent.com/hjaluepJ32CtgBuYyE6WgtFJc9tHbISURajOh9e28VYSp0YlGJhH-ieEtKmQgmD14MYrj6nd8NSC2w7QZZYqX6c=s1000, http://lh3.googleusercontent.com/a2KV7_1Nhg6e0ic9kUxfFhxBG6s6rse5dMhWQkvUS8Xmhd74eFbJm0NNJNmVdfHdD_8R2ScFDnJucXrQAmMd4ao=s1000, http://lh3.googleusercontent.com/SCaoU0rVMYaZ5HBwjn6wWFNTrDVNwqRp7FGSw8pYpzzX2_RSC2OTzHP3PTr8wgjLFwiFTthHVgMyXMXpz1PAaMA=s1000, ;SMALL;PLASTIC, CONSTRUCTION, ;
6647693799587840;34.366307216728444;-83.8519834075904;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6647693799587840;http://lh3.googleusercontent.com/ksRSaobZTyfdkh_If-S1eUiqYuh8Ugx4j7AtB9hfHky8Io_loDHI_oHhn4ZYP3qOcZ8vJ2rF-is06VbkcgHa8A=s1000, http://lh3.googleusercontent.com/0L2z_e8ipS8ItzKYZrjPuK-hEMhz3eLHR_lqwvu1vD8qhCf3nvQ_v9mqxgdm0Jqlhp67obX55ypkMmHXk-miOg=s1000, ;SMALL;CONSTRUCTION, ;
6461397311422464;34.365946920620615;-83.84904655635715;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6461397311422464;http://lh3.googleusercontent.com/MFk58GUC6_l08OnKR-vZFamHRaFRGTf5_OAFEcZKnlsTgVfY8b58x0nbXYarY0-r-JOf-BhAjv1r9B2ETkgYnuw=s1000, http://lh3.googleusercontent.com/jlCnfuMp6ax-i4ozNoFjPB6fHBAIvSXVUwv0n_E-JY9wKmbzCJzzdFAmWp0LcPodVcAZaezBkB2Z6xBeWNmtPiI=s1000, http://lh3.googleusercontent.com/LxvuMiGOyZcnJADN1B4gc72LlJjyfsM_zBLuoWBD-NpvaYw6fhPPfjgDmLdrGoCboU3Gd4PI1ek96o9za9NwRMwj=s1000, http://lh3.googleusercontent.com/jGImx6NwDAf4uwfpoCmvSCkpAv98Gnu8PrmlXmawlkL5mxh-4feRNxUeIdJF65QvWSFO5GmerOKvmzxKeTE_OPA=s1000, ;SMALL;METAL, CONSTRUCTION, AUTOMOTIVE, ;
4552461515751424;34.371155854346576;-83.84042375728845;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4552461515751424;http://lh3.googleusercontent.com/3XbnH3zwGs-pwnoa0EaAeUgzIBd4L7eygbpNxYShpMVDGS7SXy3Uw5PpaAy7eczlYOMg6m2Cto4HuigqigfSLg=s1000, http://lh3.googleusercontent.com/ZANLCfrza-00SIfqPwnqWMbkdRr91ox2MJHfpfThRbfmx8YqjOGTMpCU5JkZvWeVkrVlra_z_odx2p1O_BSzeq_Q=s1000, ;SMALL;CONSTRUCTION, ;
6066592777502720;34.3747544149257;-83.84009024136125;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6066592777502720;http://lh3.googleusercontent.com/EZHPMtGhZX9GqkpAFfVNglMy89zcdpXnoGppeU7HHN-B1YpmaDNL6bTTpYUUWAbd6XOQtm6BojyOitQbNg3AdiQ=s1000, http://lh3.googleusercontent.com/vjwnijY1hbXJyihNXaG4S0_sThWeVIVxUblvUoSRg8tv6HpCzj7xui9q0UQ6SDvBtOtSZc1v4zJqz5WozCO6ngM=s1000, ;SMALL;METAL, ;
6384695235313664;34.37612908895535;-83.83640731692671;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6384695235313664;http://lh3.googleusercontent.com/a8oY-9gnUK3L-CtJW1aYx13pvT2Zh0-XwvlVAxSSIb9pHRr0ASjFWUMDzf3atvWKIPIlMQTsIPNaJbLINzVlD1o=s1000, http://lh3.googleusercontent.com/Vv6Tta6TG3sV3f-STlBnsj-eF-tcUsplNRUZcZFiBazLX3y-M031i93UhX_6Rk-MxzMfrjjZfdNjy_4Y9uVbb0MM=s1000, ;SMALL;CONSTRUCTION, ;
4991280069214208;34.373531579072;-83.83660546511769;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4991280069214208;http://lh3.googleusercontent.com/IB_cuiq2EIgqlDWvIO6j1DF-wVEiMznCRSS3xVnj_YPSByLzXDC3y0ljG-NDL5ds9nXCSGiIQZFjecnaZuO35YjI=s1000, http://lh3.googleusercontent.com/9YTEiUwJh7knNku24_1zncOPvdzqN66SdRdrnC5LxeSpbRHHeUYLRGIb-6h4P0cjov_aUAlZATg6djeT4NkAzAM=s1000, ;SMALL;METAL, ;
4600438045278208;34.372797827268364;-83.83714903153836;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/4600438045278208;http://lh3.googleusercontent.com/pvc3rZSP2NTHgK2Oq4ul2swbVk-F82zoffGwsKX8tiuqw9onE6BeB3LW7W-kXlyZ9uoIBl5bP-b0LUwGL81w2g=s1000, http://lh3.googleusercontent.com/I5kX9YP4W6gQnTNa2XYqNo7T--m8aSsJHLuzCr-rVuATquCz7nleM78SptmIc54OenkZfyI0dXIhyGwO1Gkejdg=s1000, ;SMALL;CONSTRUCTION, ;
6708885406613504;34.373566950703385;-83.83401780397057;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6708885406613504;http://lh3.googleusercontent.com/6uV_bc1etcKst82QkKkC-9Haj3cortyiivVBaO5PR-vMFwZyHWZ9FCzRHVA0mC5ursjwX9d7GNvTiSynNPb3Jg=s1000, http://lh3.googleusercontent.com/QDZ3Iu_TiJSGjWGfQSuCGFihtjtIy0tMaNL99W6ViV9iY9XFKWarq5OzRv3FNnR_d_BOF2xMoZfkZziaV5LZUSA=s1000, ;SMALL;CONSTRUCTION, ;
6093096618033152;34.372029793480756;-83.8354458288139;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6093096618033152;http://lh3.googleusercontent.com/EkNq9qc_bL3797_IDrAiURiuEOlnEeLdEEH0kLS75tfIfU8xAru5RxSQ8HqWBHnLO9OyMqok4t1KCJuSnZqc5Dw=s1000, http://lh3.googleusercontent.com/V4NJ1057GSR3H5oD-yWwShzHfxmL5Lm91M3_jtRkTnyoIUaW3fVDpX231MVLtQXSZ41252t7_33lwodLMq7CyTE=s1000, ;SMALL;CONSTRUCTION, ;
5056559948234752;34.37136808413488;-83.835276933465;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/5056559948234752;http://lh3.googleusercontent.com/-6wTFWy93dL3mLMEECmoAz7fNvglD7y-eTgdXRoC2vyp4eHnTKRuLhLFQeUn2Lhp_iA79Vwl1xoFKZhuNx8yHBI=s1000, http://lh3.googleusercontent.com/9UnpLpvQDS3YnF8OAWanWF2NZQ15o_U_WXz6fWsZmcwZkXAOkKn_AgRunqimPWH92VHNq-nMxRIrP1PMvgG0EkR0=s1000, ;SMALL;CONSTRUCTION, ;
6186202784858112;34.370542508582;-83.83632534191369;North America;United States;Georgia;Hall County;;Gainesville;;;CLEANED;http://www.trashout.me/illegal-dump/6186202784858112;http://lh3.googleusercontent.com/io1R5wAxL_NZd1X2TK1jN_Opyum-t7cN1ojquUyQnG9Q2-gRPZLAAuLdBHY4VaMU4hEQh8EezfZMTDfrlYL3y1Q=s1000, http://lh3.googleusercontent.com/53D5ctFZbl1W81-89heam-0YzwRVtxzdVvjFDIjeHg_iHKi91Z1s3SHCzXa22NY9Sf-ZyRCUfGZNYWKkrkM6lDmK=s1000, ;SMALL;CONSTRUCTION, ;
